ref;nom;description;collection;sousfamille;taille;matiere;forme;cible;colori_standard;colori_web;entreeencollection;sortiedecollection;people;photo_people;pola;shoote;lienvideo;prixafiche;enmagasin
VSSHELLEYC3;SHELLEY;SHELLEY C3 VF SOLAIRE;vinyl-factory;Solaire;48-20-145;AT;PANTOS;H;MARRON;;20190830;;;;;0;;73.00;1
VSSTAPLESC1;STAPLES;STAPLES C1 VF SOLAIRE;vinyl-factory;Solaire;53-18-143;AT;CARRE;F;MARRON;;20190830;;;;;0;;70.00;1
VSSTAPLESC2;STAPLES;STAPLES C2 VF SOLAIRE;vinyl-factory;Solaire;53-18-143;AT;CARRE;F;NOIR;;20190830;;;;;0;;75.00;1
VSSTAPLESC3;STAPLES;STAPLES C3 VF SOLAIRE;vinyl-factory;Solaire;53-18-143;AT;CARRE;F;ROUGE;;20190830;;;;;0;;75.00;1
VSTYNERC1;TYNER;TYNER C1 VF SOLAIRE;vinyl-factory;Solaire;50-20-145;CO;PANTOS;H;MARRON;;20190924;;;;;0;;77.00;1
VSTYNERC2;TYNER;TYNER C2 VF SOLAIRE;vinyl-factory;Solaire;50-20-145;CO;PANTOS;H;MARRON;;20190924;;;;;0;;77.00;1
VSTYNERC3;TYNER;TYNER C3 VF SOLAIRE;vinyl-factory;Solaire;50-20-145;CO;PANTOS;H;NOIR;;20190924;;;;;0;;77.00;1
VSWENERC1;WENER;WENER C1 VF SOLAIRE;vinyl-factory;Solaire;51-18-140;AT;CARRE;F;VERT;;20190905;;;;;0;;81.00;0
VSWENERC2;WENER;WENER C2 VF SOLAIRE;vinyl-factory;Solaire;51-18-140;AT;CARRE;F;ROSE;;20190905;;;;;0;;73.00;1
VSWENERC3;WENER;WENER C3 VF SOLAIRE;vinyl-factory;Solaire;51-18-140;AT;CARRE;F;NOIR;;20190905;;;;;0;;81.00;1
VSWILLIAMSC2;WILLIAMS;WILLIAMS C2 VF Solaire;vinyl-factory;Solaire;49-20-140;ME;RONDE;F;MARRON;CUMBA TORTOISE, RED ZENA DETAILS AND BROWN LENSES;20160919;04/06/2019;;;1;1;;75.00;1
