CardCode;U_Coordonne
CardCode;U_Coordonne
ES922387072;28.4089363,-16.5525145
ES922388107;28.4164069,-16.5429593
ES922389975;28.4151659,-16.534626
ES922416338;28.6835443,-17.7643844
ES922417308;28.4636296,-16.2518467
ES922464552;28.4670293,-16.2705942
ES922486554;28.4638417,-16.2534949
ES922511866;37.9334764,-1.1137191
ES922529516;28.4636296,-16.2518467
ES922573996;28.4775887,-16.414965
ES922580222;28.4329924,-16.4729811
ES922619553;28.4429946,-16.3119335
ES922633543;28.4888648,-16.3212411
ES922634615;28.4887851,-16.3177239
ES922721637;28.0663826,-16.6586052
ES922751378;28.0547934,-16.7291422
ES922780899;28.11958,-16.72575
ES922792603;37.1787988,-3.6016029
ES922797876;28.056517,-16.734003
ES922814639;28.370016,-16.7129714
ES922828368;28.48924,-16.314232
ES922867395;28.4570187,-16.2628127
ES922883169;28.5227549,-16.3434358
ES923212545;40.9651593,-5.6655649
ES923215065;40.966201,-5.6615094
ES923268993;40.9672153,-5.6655157
ES923370067;40.9704244,-5.6618015
ES923461012;40.5961686,-6.5334567
ES924257555;38.8738818,-6.972635
ES924311551;38.9185786,-6.3425497
ES924315331;38.9394272,-6.365157
ES924402019;38.878395,-6.970447
ES924410552;38.8777864,-6.9665894
ES924492063;38.8837612,-7.0162818
ES924500304;38.2109084,-6.3013432
ES924550784;38.8794495,-6.9706535
ES924600048;38.8794495,-6.9706535
ES924632060;38.6860355,-7.1005925
ES924667447;38.8794495,-6.9706535
ES924684176;38.731553,-6.5463156
ES924844710;38.8794495,-6.9706535
ES925210202;39.8688017,-4.0299489
ES925215319;39.859894,-4.0220759
ES925221319;39.859603,-4.0213162
ES925252124;39.86059,-4.00077
ES925320514;39.8628316,-4.0273231
ES925431321;39.9174132,-5.1748026
ES925461098;40.7303271,-73.9986472
ES925472315;39.8628316,-4.0273231
ES925516313;40.6338149,-3.5128429
ES925520717;40.415511,-3.7074009
ES925555524;39.8628316,-4.0273231
ES925561528;39.7598853,-3.1652019
ES925716164;40.4162411,-3.7061905
ES925809866;39.9614034,-4.8271294
ES925812543;10.691803,-61.222503
ES926216921;38.983654,-3.9285613
ES926319686;38.7873793,-3.561026
ES926325315;42.212479,-8.7553877
ES926343272;38.641679,-3.4664126
ES926424691;38.6865333,-4.1077906
ES926483096;37.3496802,-3.2936364
ES926510036;39.1568737,-3.0223497
ES926521883;39.1285343,-3.0935905
ES926804323;38.9837465,-3.9357254
ES926897034;39.2229773,-3.6217802
ES927161539;40.463667,-3.74922
ES927211474;39.399872,-8.224454
ES927212663;39.4728898,-6.3755135
ES927290608;39.9126331,-5.2020371
ES927421168;39.962884,-4.8304536
ES927473425;40.2727551,-5.8602717
ES928263295;28.1397898,-15.431364
ES928414759;28.1060648,-15.4518864
ES928532435;28.1148546,-15.421144
ES928810278;28.1235459,-15.4362574
ES928816547;28.9592532,-13.5490048
ES928834036;28.9610015,-13.6478486
ES928871038;28.2148,-14.0202948
ES928881351;28.1452173,-15.6543578
ES932091989;41.3984141,2.1434934
ES932177107;41.4043146,2.1562821
ES932444394;43.1856932,-2.037116
ES932640745;41.3565642,2.112633
ES932840807;41.4146313,2.1632712
ES933003478;41.4011285,2.203129
ES933019726;41.3872734,2.1729393
ES933118651;41.4266857,2.1861332
ES933255760;41.3775105,2.1581311
ES933332396;41.3766656,2.1197625
ES933593004;41.445109,2.1789512
ES933756501;41.3586779,2.0767844
ES933999190;41.4454397,2.240417
ES934207484;41.4235073,2.1622158
ES934374686;41.3850639,2.1734035
ES934530943;41.3878133,2.1573417
ES934561173;41.4138299,2.1798428
ES934583933;41.4057957,2.1699587
ES934622429;41.4320722,2.2166532
ES934881728;41.3936681,2.1695279
