CardCode;U_Coordonne
CardCode;U_Coordonne
ES977340550;41.1566272,1.1093419
ES977345252;41.138299,1.095951
ES977573210;40.5968196,0.4695242
ES977662559;41.2207609,1.5111806
ES977706373;40.7060474,0.5855736
ES977809510;41.1862668,1.4579696
ES978618035;40.342021,-1.1064779
ES978843793;41.4038374,2.1779623
ES979720794;42.0024382,-4.5281146
ES979741780;42.0124017,-4.5327917
ES979744666;42.0131156,-4.5342213
ES980533757;41.5070669,-5.7437038
ES980633686;42.0016721,-5.6812908
ES980690716;41.5222976,-5.3924447
ES981175321;43.3421048,-8.4065848
ES981202727;43.3797998,-8.4079818
ES981215301;43.3712857,-8.3951235
ES981227494;43.3663399,-8.4064714
ES981262498;43.367647,-8.4086779
ES981350772;43.4846852,-8.2322927
ES981351609;43.4854405,-8.2329191
ES981390784;43.4981957,-8.1986612
ES981420192;43.7524978,-7.8884881
ES981470959;43.4602368,-8.2566587
ES981531730;42.8722,-8.5558599
ES981536138;42.8459289,-8.6105703
ES981590868;42.8753789,-8.5496114
ES981605358;43.3631251,-8.4133914
ES981621528;43.349825,-8.2533704
ES981694666;42.9672806,-8.4435282
ES981704197;40.420179,-3.7039276
ES981772601;56.130366,-106.346771
ES981806697;42.8253811,-8.5433058
ES981821047;42.7821578,-8.8881294
ES981822634;42.7847532,-8.887288
ES981852153;42.9514284,-8.9355737
ES981866283;42.6508234,-8.8188811
ES981873807;43.3575148,-8.4004152
ES981914706;43.3188538,-8.355297
ES982128205;43.5363333,-7.0456762
ES982141404;43.5688501,-7.2589426
ES982216318;43.0174238,-7.560908
ES982241704;43.0132081,-7.5578097
ES982311201;43.0097384,-7.5567582
ES982370129;40.463667,-3.74922
ES982510652;43.4875717,-6.111489
ES982580601;43.6604982,-7.3588765
ES983133199;41.6619198,-4.7225831
ES983200963;41.6484312,-4.7221935
ES983227122;41.6292636,-4.7411132
ES983291207;41.651641,-4.717573
ES983307491;41.6532568,-4.724398
ES983334331;41.1778141,-4.9342276
ES983355453;41.6516152,-4.7279347
ES983393464;41.6522712,-4.7255591
ES983393738;41.6541391,-4.7161534
ES983404732;41.6129943,-4.6865229
ES983541168;41.652251,-4.7245321
ES983620541;41.3422602,-4.5315029
ES983623160;28.0520743,-16.7182754
ES983720379;41.8819922,-5.0425697
ES983796635;41.5032943,-5.0004113
ES983813970;41.652251,-4.7245321
ES984083430;43.3850399,-5.81829
ES984110142;43.5606768,-5.9759462
ES984196882;43.5222226,-5.6660074
ES985171474;43.540989,-5.6629878
ES985227715;43.3690354,-5.8202747
ES985252796;43.3622953,-5.8620774
ES985257834;43.3641099,-5.85372
ES985322639;43.5543688,-5.9182787
ES985476702;43.4613317,-7.0471556
ES985493855;43.3613953,-5.8593267
ES985512768;43.5526604,-5.9290213
ES985561586;43.5757754,-5.93965
ES985647157;43.502026,-6.436084
ES985741574;-16.290154,-63.588653
ES985822194;43.4911671,-6.1129437
ES985872123;43.5897417,-5.7658827
ES986125545;40.9701039,-5.6635397
ES986220293;42.2370913,-8.7141643
ES986223370;42.237635,-8.718072
ES986246064;39.399872,-8.224454
ES986277335;42.2486739,-8.6978323
ES986315581;42.2830757,-8.7355769
ES986353706;42.1172512,-8.8116963
ES986366491;42.1398107,-8.7976937
ES986372242;42.2405833,-8.7030001
ES986372400;42.2335894,-8.7068005
ES986430443;42.2381225,-8.713707
ES986452427;42.2669121,-8.6725646
ES986542365;42.5147201,-8.8147646
ES986701179;42.3435313,-8.6071914
ES986731631;42.4906255,-8.866581
ES986750000;42.4024765,-8.4952228
ES986780191;42.4298846,-8.6446202
ES986851201;42.4286605,-8.6420905
ES987232345;42.5985111,-5.5722767
ES987272740;42.5975424,-5.5741433
ES987425112;40.463667,-3.74922
ES987750072;42.2926644,-5.5179402
ES988213408;42.3389913,-7.8661817
ES988222900;42.3378694,-7.8660395
ES988224000;42.3404266,-7.8610448
ES988232344;42.341251,-7.8653578
ES988411044;41.94018,-7.43419
ES988462388;42.0594956,-7.7271556
C+34676519077;40.378739,-3.7358924
C+34915212033;40.4253296,-3.7029398
C+34915240547;40.4343499,-3.8139525
C+34916555418;40.3456879,-1.1064345
C+34926550680;39.3930677,-3.2192055
C+34928310560;28.1018571,-15.4150481
C+34933424433;41.3859923,2.1710058
C+34934426483;41.3795791,2.1624844
C+34945147118;42.8418177,-2.689947
C+34948713102;42.3390352,-1.80052
C+34965425207;38.2687925,-0.7112819
C+34967662096;38.98449,-1.854072
C+34985965318;43.3707564,-5.8717058
C+948220913;42.8114941,-1.6401322
C+971851536;39.7855713,3.1077277
C+983358343;41.653383,-4.728729
D+34916533382;40.4359922,-3.726784
D+351213616580;38.7149019,-9.168418
